Link,Name,Disease Name
http://babelnet.org/rdf/page/s00464159n,s00464159n,angiostrongyliasis
http://babelnet.org/rdf/page/s00464330n,s00464330n,myeloperoxidase deficiency
http://babelnet.org/rdf/page/s00479548n,s00479548n,malakoplakia
http://babelnet.org/rdf/page/s00485875n,s00485875n,enchondromatosis
http://babelnet.org/rdf/page/s00492278n,s00492278n,acoustic shock
http://babelnet.org/rdf/page/s00492967n,s00492967n,paroxysmal extreme pain disorder
http://babelnet.org/rdf/page/s00497390n,s00497390n,acute motor axonal neuropathy
http://babelnet.org/rdf/page/s00499690n,s00499690n,medullary sponge kidney
http://babelnet.org/rdf/page/s00501905n,s00501905n,triple-negative breast cancer
http://babelnet.org/rdf/page/s00506862n,s00506862n,B-cell prolymphocytic leukemia
http://babelnet.org/rdf/page/s00522218n,s00522218n,blastocystosis
http://babelnet.org/rdf/page/s00532525n,s00532525n,aging-associated diseases
http://babelnet.org/rdf/page/s00537837n,s00537837n,levator ani syndrome
http://babelnet.org/rdf/page/s00538668n,s00538668n,glucocorticoid-induced osteoporosis
http://babelnet.org/rdf/page/s00541656n,s00541656n,diseases of affluence
http://babelnet.org/rdf/page/s00542526n,s00542526n,Hurler–Scheie syndrome
http://babelnet.org/rdf/page/s00545431n,s00545431n,Malouf syndrome
http://babelnet.org/rdf/page/s00560335n,s00560335n,thyroid nodule
http://babelnet.org/rdf/page/s00583637n,s00583637n,Wildlife disease
http://babelnet.org/rdf/page/s00584065n,s00584065n,hereditary neuralgic amyotrophy
http://babelnet.org/rdf/page/s00588456n,s00588456n,cervical polyp
http://babelnet.org/rdf/page/s00593964n,s00593964n,obstructive uropathy
http://babelnet.org/rdf/page/s00596294n,s00596294n,Lymphoblastic lymphoma
http://babelnet.org/rdf/page/s00596484n,s00596484n,colorectal polyp
http://babelnet.org/rdf/page/s00599073n,s00599073n,obstructive lung disease
http://babelnet.org/rdf/page/s00599779n,s00599779n,Hepatization of lungs
http://babelnet.org/rdf/page/s00603499n,s00603499n,struma ovarii
http://babelnet.org/rdf/page/s00605702n,s00605702n,Müllerian agenesis
http://babelnet.org/rdf/page/s00610904n,s00610904n,Dhat syndrome
http://babelnet.org/rdf/page/s00626471n,s00626471n,thyroid neoplasm
http://babelnet.org/rdf/page/s00626604n,s00626604n,persistent aura without infarction
http://babelnet.org/rdf/page/s00626974n,s00626974n,idiopathic interstitial pneumonia
http://babelnet.org/rdf/page/s00630495n,s00630495n,specific social phobia
http://babelnet.org/rdf/page/s00632173n,s00632173n,steatocystoma multiplex
http://babelnet.org/rdf/page/s00635103n,s00635103n,Surfer's myelopathy
http://babelnet.org/rdf/page/s00640481n,s00640481n,cognitive disorder
http://babelnet.org/rdf/page/s00642282n,s00642282n,pelvic tumor
http://babelnet.org/rdf/page/s00646954n,s00646954n,Accelerated phase chronic myelogenous leukemia
http://babelnet.org/rdf/page/s00647756n,s00647756n,cancer of unknown primary origin
http://babelnet.org/rdf/page/s00647826n,s00647826n,Hypervitaminosis E
http://babelnet.org/rdf/page/s00648635n,s00648635n,chronic eosinophilic leukemia
http://babelnet.org/rdf/page/s00649192n,s00649192n,Extravasation of urine
http://babelnet.org/rdf/page/s00651253n,s00651253n,malignant pleural effusion
http://babelnet.org/rdf/page/s00652618n,s00652618n,Ellis–Van Creveld syndrome
http://babelnet.org/rdf/page/s00652929n,s00652929n,osteoid osteoma
http://babelnet.org/rdf/page/s00653467n,s00653467n,anosodiaphoria
http://babelnet.org/rdf/page/s00653569n,s00653569n,bilateral frontoparietal polymicrogyria
http://babelnet.org/rdf/page/s00653924n,s00653924n,mismatch repair cancer syndrome
http://babelnet.org/rdf/page/s00655191n,s00655191n,auditory neuropathy
http://babelnet.org/rdf/page/s00658365n,s00658365n,craniopagus twins
http://babelnet.org/rdf/page/s00659242n,s00659242n,Dermal cylindroma
http://babelnet.org/rdf/page/s00664948n,s00664948n,DRESS syndrome
http://babelnet.org/rdf/page/s00665152n,s00665152n,aspirin-induced asthma
http://babelnet.org/rdf/page/s00665905n,s00665905n,pulmonary toxicity
http://babelnet.org/rdf/page/s00668765n,s00668765n,sirenomelia
http://babelnet.org/rdf/page/s00670960n,s00670960n,Loin pain hematuria syndrome
http://babelnet.org/rdf/page/s00676052n,s00676052n,acropachy
http://babelnet.org/rdf/page/s00683259n,s00683259n,complex and mixed tumor
http://babelnet.org/rdf/page/s00683287n,s00683287n,Peyronie's disease
http://babelnet.org/rdf/page/s00683302n,s00683302n,nervous system neoplasm
http://babelnet.org/rdf/page/s00683452n,s00683452n,cementoma
http://babelnet.org/rdf/page/s00688204n,s00688204n,obturator hernia
http://babelnet.org/rdf/page/s00702454n,s00702454n,systemic inflammation
http://babelnet.org/rdf/page/s00703830n,s00703830n,Chronic phase chronic myelogenous leukemia
http://babelnet.org/rdf/page/s00704781n,s00704781n,Follicular large-cell lymphoma
http://babelnet.org/rdf/page/s00706574n,s00706574n,"Atelosteogenesis, type II"
http://babelnet.org/rdf/page/s00709213n,s00709213n,strongyloidiasis
http://babelnet.org/rdf/page/s00711738n,s00711738n,ischemic hepatitis
http://babelnet.org/rdf/page/s00713844n,s00713844n,avascular necrosis
http://babelnet.org/rdf/page/s00715252n,s00715252n,intrauterine growth restriction
http://babelnet.org/rdf/page/s00717843n,s00717843n,epithelioid sarcoma
http://babelnet.org/rdf/page/s00718377n,s00718377n,Moyamoya disease
http://babelnet.org/rdf/page/s00732487n,s00732487n,febrile seizure
http://babelnet.org/rdf/page/s00733267n,s00733267n,Jervell-Lange Nielsen syndrome
http://babelnet.org/rdf/page/s00734360n,s00734360n,malignant triton tumor
http://babelnet.org/rdf/page/s00742664n,s00742664n,diabetic nephropathy
http://babelnet.org/rdf/page/s00745330n,s00745330n,Schinzel–Giedion syndrome
http://babelnet.org/rdf/page/s00748899n,s00748899n,undervirilization
http://babelnet.org/rdf/page/s00751020n,s00751020n,small-blue-round-cell tumor
http://babelnet.org/rdf/page/s00755097n,s00755097n,rheumatoid nodule
http://babelnet.org/rdf/page/s00763201n,s00763201n,injury of axillary nerve
http://babelnet.org/rdf/page/s00765312n,s00765312n,Abderhalden–Kaufmann–Lignac syndrome
http://babelnet.org/rdf/page/s00773222n,s00773222n,dermatochalasis
http://babelnet.org/rdf/page/s00779518n,s00779518n,long-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency
http://babelnet.org/rdf/page/s00782632n,s00782632n,progressive inflammatory neuropathy
http://babelnet.org/rdf/page/s00793822n,s00793822n,Frank–ter Haar syndrome
http://babelnet.org/rdf/page/s00811286n,s00811286n,Minor's disease
http://babelnet.org/rdf/page/s00813196n,s00813196n
http://babelnet.org/rdf/page/s00817662n,s00817662n
http://babelnet.org/rdf/page/s00819374n,s00819374n
http://babelnet.org/rdf/page/s00826276n,s00826276n
http://babelnet.org/rdf/page/s00837498n,s00837498n
http://babelnet.org/rdf/page/s00839112n,s00839112n
http://babelnet.org/rdf/page/s00841621n,s00841621n
http://babelnet.org/rdf/page/s00845066n,s00845066n
http://babelnet.org/rdf/page/s00848345n,s00848345n
http://babelnet.org/rdf/page/s00848353n,s00848353n
http://babelnet.org/rdf/page/s00848358n,s00848358n
http://babelnet.org/rdf/page/s00848395n,s00848395n
http://babelnet.org/rdf/page/s00848769n,s00848769n
http://babelnet.org/rdf/page/s00848775n,s00848775n
http://babelnet.org/rdf/page/s00855461n,s00855461n
http://babelnet.org/rdf/page/s00856557n,s00856557n
http://babelnet.org/rdf/page/s00857919n,s00857919n
http://babelnet.org/rdf/page/s00863934n,s00863934n
http://babelnet.org/rdf/page/s00863938n,s00863938n
http://babelnet.org/rdf/page/s00864065n,s00864065n
http://babelnet.org/rdf/page/s00864560n,s00864560n
http://babelnet.org/rdf/page/s00870239n,s00870239n
http://babelnet.org/rdf/page/s00883819n,s00883819n
http://babelnet.org/rdf/page/s00893420n,s00893420n
http://babelnet.org/rdf/page/s00895776n,s00895776n
http://babelnet.org/rdf/page/s00897200n,s00897200n
http://babelnet.org/rdf/page/s00902651n,s00902651n
http://babelnet.org/rdf/page/s00907546n,s00907546n
http://babelnet.org/rdf/page/s00907921n,s00907921n
http://babelnet.org/rdf/page/s00908964n,s00908964n
http://babelnet.org/rdf/page/s00918161n,s00918161n
http://babelnet.org/rdf/page/s00921490n,s00921490n
http://babelnet.org/rdf/page/s00926471n,s00926471n
http://babelnet.org/rdf/page/s00926489n,s00926489n
http://babelnet.org/rdf/page/s00929136n,s00929136n
http://babelnet.org/rdf/page/s00932455n,s00932455n
http://babelnet.org/rdf/page/s00932849n,s00932849n
http://babelnet.org/rdf/page/s00938630n,s00938630n
http://babelnet.org/rdf/page/s00941903n,s00941903n
http://babelnet.org/rdf/page/s00943855n,s00943855n
http://babelnet.org/rdf/page/s00945740n,s00945740n
http://babelnet.org/rdf/page/s00950709n,s00950709n
http://babelnet.org/rdf/page/s00956153n,s00956153n
http://babelnet.org/rdf/page/s00957523n,s00957523n
http://babelnet.org/rdf/page/s00959799n,s00959799n
http://babelnet.org/rdf/page/s00962727n,s00962727n
http://babelnet.org/rdf/page/s00966529n,s00966529n
http://babelnet.org/rdf/page/s00967717n,s00967717n
http://babelnet.org/rdf/page/s00968912n,s00968912n
http://babelnet.org/rdf/page/s00969582n,s00969582n
http://babelnet.org/rdf/page/s00969932n,s00969932n
http://babelnet.org/rdf/page/s00971635n,s00971635n
http://babelnet.org/rdf/page/s00973945n,s00973945n
http://babelnet.org/rdf/page/s00975658n,s00975658n
http://babelnet.org/rdf/page/s00976252n,s00976252n
http://babelnet.org/rdf/page/s00981323n,s00981323n
http://babelnet.org/rdf/page/s00984708n,s00984708n
http://babelnet.org/rdf/page/s00986091n,s00986091n
http://babelnet.org/rdf/page/s00986229n,s00986229n
http://babelnet.org/rdf/page/s00989693n,s00989693n
http://babelnet.org/rdf/page/s00992046n,s00992046n
http://babelnet.org/rdf/page/s00993545n,s00993545n
http://babelnet.org/rdf/page/s00994206n,s00994206n
http://babelnet.org/rdf/page/s01002545n,s01002545n
http://babelnet.org/rdf/page/s01002580n,s01002580n
http://babelnet.org/rdf/page/s01004463n,s01004463n
http://babelnet.org/rdf/page/s01006763n,s01006763n
http://babelnet.org/rdf/page/s01010721n,s01010721n
http://babelnet.org/rdf/page/s01011840n,s01011840n
http://babelnet.org/rdf/page/s01014818n,s01014818n
http://babelnet.org/rdf/page/s01017975n,s01017975n
http://babelnet.org/rdf/page/s01018052n,s01018052n
http://babelnet.org/rdf/page/s01019545n,s01019545n
http://babelnet.org/rdf/page/s01019998n,s01019998n
http://babelnet.org/rdf/page/s01020475n,s01020475n
http://babelnet.org/rdf/page/s01022562n,s01022562n
http://babelnet.org/rdf/page/s01029063n,s01029063n
http://babelnet.org/rdf/page/s01032201n,s01032201n
http://babelnet.org/rdf/page/s01034076n,s01034076n
http://babelnet.org/rdf/page/s01039034n,s01039034n
http://babelnet.org/rdf/page/s01040571n,s01040571n
http://babelnet.org/rdf/page/s01050966n,s01050966n
http://babelnet.org/rdf/page/s01052592n,s01052592n
http://babelnet.org/rdf/page/s01053705n,s01053705n
http://babelnet.org/rdf/page/s01055394n,s01055394n
http://babelnet.org/rdf/page/s01057759n,s01057759n
http://babelnet.org/rdf/page/s01068088n,s01068088n
http://babelnet.org/rdf/page/s01072482n,s01072482n
http://babelnet.org/rdf/page/s01080066n,s01080066n
http://babelnet.org/rdf/page/s01080568n,s01080568n
http://babelnet.org/rdf/page/s01081829n,s01081829n
http://babelnet.org/rdf/page/s01082142n,s01082142n
http://babelnet.org/rdf/page/s01083542n,s01083542n
http://babelnet.org/rdf/page/s01087526n,s01087526n
http://babelnet.org/rdf/page/s01087528n,s01087528n
http://babelnet.org/rdf/page/s01089601n,s01089601n
http://babelnet.org/rdf/page/s01098108n,s01098108n
http://babelnet.org/rdf/page/s01103092n,s01103092n
http://babelnet.org/rdf/page/s01107220n,s01107220n
http://babelnet.org/rdf/page/s01107438n,s01107438n
http://babelnet.org/rdf/page/s01111534n,s01111534n
http://babelnet.org/rdf/page/s01113794n,s01113794n
http://babelnet.org/rdf/page/s01114173n,s01114173n
http://babelnet.org/rdf/page/s01116479n,s01116479n
http://babelnet.org/rdf/page/s01122921n,s01122921n
http://babelnet.org/rdf/page/s01124413n,s01124413n
http://babelnet.org/rdf/page/s01126654n,s01126654n
http://babelnet.org/rdf/page/s01127541n,s01127541n
http://babelnet.org/rdf/page/s01128226n,s01128226n
http://babelnet.org/rdf/page/s01133093n,s01133093n
http://babelnet.org/rdf/page/s01137872n,s01137872n
http://babelnet.org/rdf/page/s01138088n,s01138088n
http://babelnet.org/rdf/page/s01141484n,s01141484n
http://babelnet.org/rdf/page/s01142334n,s01142334n
http://babelnet.org/rdf/page/s01143556n,s01143556n
http://babelnet.org/rdf/page/s01144746n,s01144746n
http://babelnet.org/rdf/page/s01145700n,s01145700n
http://babelnet.org/rdf/page/s01145972n,s01145972n
http://babelnet.org/rdf/page/s01149322n,s01149322n
http://babelnet.org/rdf/page/s01149335n,s01149335n
http://babelnet.org/rdf/page/s01149528n,s01149528n
http://babelnet.org/rdf/page/s01151130n,s01151130n
http://babelnet.org/rdf/page/s01152776n,s01152776n
http://babelnet.org/rdf/page/s01153386n,s01153386n
http://babelnet.org/rdf/page/s01157101n,s01157101n
http://babelnet.org/rdf/page/s01157112n,s01157112n
http://babelnet.org/rdf/page/s01176844n,s01176844n
http://babelnet.org/rdf/page/s01177940n,s01177940n
http://babelnet.org/rdf/page/s01178965n,s01178965n
http://babelnet.org/rdf/page/s01179413n,s01179413n
http://babelnet.org/rdf/page/s01180310n,s01180310n
http://babelnet.org/rdf/page/s01185974n,s01185974n
http://babelnet.org/rdf/page/s01187095n,s01187095n
http://babelnet.org/rdf/page/s01188197n,s01188197n
http://babelnet.org/rdf/page/s01191066n,s01191066n
http://babelnet.org/rdf/page/s01191230n,s01191230n
http://babelnet.org/rdf/page/s01191467n,s01191467n
http://babelnet.org/rdf/page/s01193322n,s01193322n
http://babelnet.org/rdf/page/s01198433n,s01198433n
http://babelnet.org/rdf/page/s01202682n,s01202682n
http://babelnet.org/rdf/page/s01202784n,s01202784n
http://babelnet.org/rdf/page/s01206680n,s01206680n
http://babelnet.org/rdf/page/s01209190n,s01209190n
http://babelnet.org/rdf/page/s01212142n,s01212142n
http://babelnet.org/rdf/page/s01213077n,s01213077n
http://babelnet.org/rdf/page/s01214772n,s01214772n
http://babelnet.org/rdf/page/s01229473n,s01229473n
http://babelnet.org/rdf/page/s01239244n,s01239244n
http://babelnet.org/rdf/page/s01240327n,s01240327n
http://babelnet.org/rdf/page/s01248682n,s01248682n
http://babelnet.org/rdf/page/s01248707n,s01248707n
http://babelnet.org/rdf/page/s01258594n,s01258594n
http://babelnet.org/rdf/page/s01259985n,s01259985n
http://babelnet.org/rdf/page/s01267502n,s01267502n
http://babelnet.org/rdf/page/s01274132n,s01274132n
http://babelnet.org/rdf/page/s01280654n,s01280654n
http://babelnet.org/rdf/page/s01280656n,s01280656n
http://babelnet.org/rdf/page/s01280755n,s01280755n
http://babelnet.org/rdf/page/s01284905n,s01284905n
http://babelnet.org/rdf/page/s01285649n,s01285649n
http://babelnet.org/rdf/page/s01289037n,s01289037n
http://babelnet.org/rdf/page/s01289254n,s01289254n
http://babelnet.org/rdf/page/s01291973n,s01291973n
http://babelnet.org/rdf/page/s01295341n,s01295341n
http://babelnet.org/rdf/page/s01297219n,s01297219n
http://babelnet.org/rdf/page/s01306217n,s01306217n
http://babelnet.org/rdf/page/s01312054n,s01312054n
http://babelnet.org/rdf/page/s01313244n,s01313244n
http://babelnet.org/rdf/page/s01313656n,s01313656n
http://babelnet.org/rdf/page/s01315454n,s01315454n
http://babelnet.org/rdf/page/s01316077n,s01316077n
http://babelnet.org/rdf/page/s01319732n,s01319732n
http://babelnet.org/rdf/page/s01324881n,s01324881n
http://babelnet.org/rdf/page/s01325974n,s01325974n
http://babelnet.org/rdf/page/s01328499n,s01328499n
http://babelnet.org/rdf/page/s01332716n,s01332716n
http://babelnet.org/rdf/page/s01337131n,s01337131n
http://babelnet.org/rdf/page/s01338773n,s01338773n
http://babelnet.org/rdf/page/s01339819n,s01339819n
http://babelnet.org/rdf/page/s01339827n,s01339827n
http://babelnet.org/rdf/page/s01339835n,s01339835n
http://babelnet.org/rdf/page/s01339927n,s01339927n
http://babelnet.org/rdf/page/s01339997n,s01339997n
http://babelnet.org/rdf/page/s01341320n,s01341320n
http://babelnet.org/rdf/page/s01342750n,s01342750n
http://babelnet.org/rdf/page/s01342963n,s01342963n
http://babelnet.org/rdf/page/s01342980n,s01342980n
http://babelnet.org/rdf/page/s01343163n,s01343163n
http://babelnet.org/rdf/page/s01344155n,s01344155n
http://babelnet.org/rdf/page/s01344440n,s01344440n
http://babelnet.org/rdf/page/s01346376n,s01346376n
http://babelnet.org/rdf/page/s01346378n,s01346378n
http://babelnet.org/rdf/page/s01346382n,s01346382n
http://babelnet.org/rdf/page/s01348750n,s01348750n
http://babelnet.org/rdf/page/s01348760n,s01348760n
http://babelnet.org/rdf/page/s01349332n,s01349332n
http://babelnet.org/rdf/page/s01349747n,s01349747n
http://babelnet.org/rdf/page/s01349797n,s01349797n
http://babelnet.org/rdf/page/s01351243n,s01351243n
http://babelnet.org/rdf/page/s01351262n,s01351262n
http://babelnet.org/rdf/page/s01351265n,s01351265n
http://babelnet.org/rdf/page/s01351275n,s01351275n
http://babelnet.org/rdf/page/s01351336n,s01351336n
http://babelnet.org/rdf/page/s01352009n,s01352009n
http://babelnet.org/rdf/page/s01356644n,s01356644n
http://babelnet.org/rdf/page/s01357879n,s01357879n
http://babelnet.org/rdf/page/s01358396n,s01358396n
http://babelnet.org/rdf/page/s01358400n,s01358400n
http://babelnet.org/rdf/page/s01358556n,s01358556n
http://babelnet.org/rdf/page/s01358593n,s01358593n
http://babelnet.org/rdf/page/s01358726n,s01358726n
http://babelnet.org/rdf/page/s01358760n,s01358760n
http://babelnet.org/rdf/page/s01360146n,s01360146n
http://babelnet.org/rdf/page/s01361750n,s01361750n
http://babelnet.org/rdf/page/s01362244n,s01362244n
http://babelnet.org/rdf/page/s01365917n,s01365917n
http://babelnet.org/rdf/page/s01367058n,s01367058n
http://babelnet.org/rdf/page/s01367596n,s01367596n
http://babelnet.org/rdf/page/s01367608n,s01367608n
http://babelnet.org/rdf/page/s01369008n,s01369008n
http://babelnet.org/rdf/page/s01373788n,s01373788n
http://babelnet.org/rdf/page/s01380352n,s01380352n
http://babelnet.org/rdf/page/s01380764n,s01380764n
http://babelnet.org/rdf/page/s01382013n,s01382013n
http://babelnet.org/rdf/page/s01382023n,s01382023n
http://babelnet.org/rdf/page/s01382484n,s01382484n
http://babelnet.org/rdf/page/s01385174n,s01385174n
http://babelnet.org/rdf/page/s01387157n,s01387157n
http://babelnet.org/rdf/page/s01388270n,s01388270n
