Link,Name,Disease Name,Is it in Wikidata?
http://babelnet.org/rdf/page/s00302906n,s00302906n,Serous_tumour,Yes
http://babelnet.org/rdf/page/s00304405n,s00304405n,Binasal_hemianopsia,Yes
http://babelnet.org/rdf/page/s00310411n,s00310411n,Bálint's_syndrome,Yes
http://babelnet.org/rdf/page/s00316518n,s00316518n,Foix–Alajouanine_syndrome,Yes
http://babelnet.org/rdf/page/s00321984n,s00321984n,herpes_gladiatorum,Yes
http://babelnet.org/rdf/page/s00331659n,s00331659n,Ladd's_bands,Yes
http://babelnet.org/rdf/page/s00333447n,s00333447n,Potter_sequence,Yes
http://babelnet.org/rdf/page/s00333921n,s00333921n,2q37_deletion_syndrome,Yes
http://babelnet.org/rdf/page/s00343813n,s00343813n,Gluten-related_disorders,
http://babelnet.org/rdf/page/s00345112n,s00345112n,Parapneumonic_effusion,Yes
http://babelnet.org/rdf/page/s00354291n,s00354291n,Aortoiliac_occlusive_disease,Yes
http://babelnet.org/rdf/page/s00360226n,s00360226n,Autosplenectomy,Yes
http://babelnet.org/rdf/page/s00369057n,s00369057n,Infantile_Refsum_disease,Yes
http://babelnet.org/rdf/page/s00369059n,s00369059n,Neonatal_adrenoleukodystrophy,Yes
http://babelnet.org/rdf/page/s00373395n,s00373395n,vermiphobia,Yes
http://babelnet.org/rdf/page/s00375739n,s00375739n,Lipoatrofia,Yes,
http://babelnet.org/rdf/page/s00376958n,s00376958n,Verruca_plana,Yes
http://babelnet.org/rdf/page/s00376976n,s00376976n,Anchilostomiasi,
http://babelnet.org/rdf/page/s00378091n,s00378091n,green_Tobacco_Sickness,Yes
http://babelnet.org/rdf/page/s00379262n,s00379262n,Mutisme_sélectif,Yes,
http://babelnet.org/rdf/page/s00381680n,s00381680n,Bietti's_crystalline_dystrophy,Yes
http://babelnet.org/rdf/page/s00395230n,s00395230n,Middle_cerebral_artery_syndrome,
http://babelnet.org/rdf/page/s00397224n,s00397224n,Persistent_cloaca,Yes
http://babelnet.org/rdf/page/s00400723n,s00400723n,Hyperandrogenism,Yes
http://babelnet.org/rdf/page/s00414664n,s00414664n,Progressive_myoclonus_epilepsy,Yes
http://babelnet.org/rdf/page/s00422895n,s00422895n,Junctional_tachycardia,Yes
http://babelnet.org/rdf/page/s00424159n,s00424159n,Primrose_syndrome,Yes
http://babelnet.org/rdf/page/s00427356n,s00427356n,Scleromyositis,Yes
http://babelnet.org/rdf/page/s00431969n,s00431969n,glomerulosclerosis,Yes
http://babelnet.org/rdf/page/s00433623n,s00433623n,Rotator_cuff_tear,Yes
http://babelnet.org/rdf/page/s00433790n,s00433790n,Lymphocytic_interstitial_pneumonia,Yes
http://babelnet.org/rdf/page/s00434526n,s00434526n,Eritema_marginato,
http://babelnet.org/rdf/page/s00441188n,s00441188n,Fibromatose,Yes,
http://babelnet.org/rdf/page/s00443527n,s00443527n,Eye_injury,Yes
http://babelnet.org/rdf/page/s00445659n,s00445659n,Taijin_kyofusho,Yes
http://babelnet.org/rdf/page/s00450065n,s00450065n,Vitamin_B12_deficiency,Yes
http://babelnet.org/rdf/page/s00454731n,s00454731n,Glucose-galactose_malabsorption,Yes
http://babelnet.org/rdf/page/s00454747n,s00454747n,hyperprolinemia,Yes
http://babelnet.org/rdf/page/s00454757n,s00454757n,Infantile_neuroaxonal_dystrophy,Yes
http://babelnet.org/rdf/page/s00459273n,s00459273n,Pretzel_syndrome,Yes
http://babelnet.org/rdf/page/s00461668n,s00461668n,polyembryoma,Yes
http://babelnet.org/rdf/page/s00464159n,s00464159n,Angiostrongiliasis,Yes,
http://babelnet.org/rdf/page/s00464330n,s00464330n,Myeloperoxidase_deficiency,Yes
http://babelnet.org/rdf/page/s00479548n,s00479548n,Malacoplachia,
http://babelnet.org/rdf/page/s00485875n,s00485875n,Enchondromatosis,Yes
http://babelnet.org/rdf/page/s00492278n,s00492278n,acoustic_shock,Yes
http://babelnet.org/rdf/page/s00492967n,s00492967n,Paroxysmal_extreme_pain_disorder,Yes
http://babelnet.org/rdf/page/s00497390n,s00497390n,Acute_motor_axonal_neuropathy,Yes
http://babelnet.org/rdf/page/s00499690n,s00499690n,Espongiosis_medular_renal,Yes,
http://babelnet.org/rdf/page/s00501905n,s00501905n,Triple-negative_breast_cancer,Yes
http://babelnet.org/rdf/page/s00506862n,s00506862n,B-cell_prolymphocytic_leukemia,Yes
http://babelnet.org/rdf/page/s00522218n,s00522218n,Blastocistosi,
http://babelnet.org/rdf/page/s00532525n,s00532525n,Aging-associated_diseases,
http://babelnet.org/rdf/page/s00537837n,s00537837n,Levator_ani_syndrome,Yes
http://babelnet.org/rdf/page/s00538668n,s00538668n,Steroid-induced_osteoporosis,Yes
http://babelnet.org/rdf/page/s00541656n,s00541656n,Diseases_of_affluence,
http://babelnet.org/rdf/page/s00542526n,s00542526n,Hurler–Scheie_syndrome,Yes
http://babelnet.org/rdf/page/s00545431n,s00545431n,Malouf_syndrome,Yes
http://babelnet.org/rdf/page/s00560335n,s00560335n,Nodule_thyroïdien,Yes,
http://babelnet.org/rdf/page/s00583637n,s00583637n,Wildlife_disease,
http://babelnet.org/rdf/page/s00584065n,s00584065n,Hereditary_neuralgic_amyotrophy,Yes
http://babelnet.org/rdf/page/s00588456n,s00588456n,Cervical_polyp,Yes
http://babelnet.org/rdf/page/s00593964n,s00593964n,Obstructive_uropathy,Yes
http://babelnet.org/rdf/page/s00596294n,s00596294n,Lymphoblastic_lymphoma,Yes
http://babelnet.org/rdf/page/s00596484n,s00596484n,Colorectal_polyp,Yes
http://babelnet.org/rdf/page/s00599073n,s00599073n,Obstructive_lung_disease,Yes
http://babelnet.org/rdf/page/s00599779n,s00599779n,Hepatization_of_lungs,Yes
http://babelnet.org/rdf/page/s00603499n,s00603499n,Struma_ovarii,Yes
http://babelnet.org/rdf/page/s00605702n,s00605702n,Müllerian_agenesis,Yes
http://babelnet.org/rdf/page/s00610904n,s00610904n,dhat_syndrome,Yes
http://babelnet.org/rdf/page/s00626471n,s00626471n,Thyroid_neoplasm,Yes
http://babelnet.org/rdf/page/s00626604n,s00626604n,Persistent_aura_without_infarction,Yes
http://babelnet.org/rdf/page/s00626974n,s00626974n,Idiopathic_interstitial_pneumonia,Yes
http://babelnet.org/rdf/page/s00630495n,s00630495n,Phobie_sociale_spécifique,Yes,
http://babelnet.org/rdf/page/s00632173n,s00632173n,Steatocistoma,
http://babelnet.org/rdf/page/s00635103n,s00635103n,Surfer's_myelopathy,Yes
http://babelnet.org/rdf/page/s00640481n,s00640481n,Cognitive_disorder,Yes
http://babelnet.org/rdf/page/s00642282n,s00642282n,Pelvic_tumor,Yes
http://babelnet.org/rdf/page/s00646954n,s00646954n,Accelerated_phase_chronic_myelogenous_leukemia,Yes
http://babelnet.org/rdf/page/s00647756n,s00647756n,Cancer_of_unknown_primary_origin,Yes
http://babelnet.org/rdf/page/s00647826n,s00647826n,Hypervitaminosis_E,Yes
http://babelnet.org/rdf/page/s00648635n,s00648635n,Chronic_eosinophilic_leukemia,Yes
http://babelnet.org/rdf/page/s00649192n,s00649192n,Extravasation_of_urine,Yes
http://babelnet.org/rdf/page/s00651253n,s00651253n,Malignant_pleural_effusion,Yes
http://babelnet.org/rdf/page/s00652618n,s00652618n,Ellis–van_Creveld_syndrome,Yes
http://babelnet.org/rdf/page/s00652929n,s00652929n,Osteoid_osteoma,Yes
http://babelnet.org/rdf/page/s00653467n,s00653467n,anosodiaphoria,Yes
http://babelnet.org/rdf/page/s00653569n,s00653569n,Bilateral_frontoparietal_polymicrogyria,Yes
http://babelnet.org/rdf/page/s00653924n,s00653924n,Mismatch_repair_cancer_syndrome,Yes
http://babelnet.org/rdf/page/s00655191n,s00655191n,Auditory_neuropathy,Yes
http://babelnet.org/rdf/page/s00658365n,s00658365n,Craniopagus_twins,Yes
http://babelnet.org/rdf/page/s00659242n,s00659242n,Dermal_cylindroma,Yes
http://babelnet.org/rdf/page/s00664948n,s00664948n,Drug_reaction_with_eosinophilia_and_systemic_symptoms,
http://babelnet.org/rdf/page/s00665152n,s00665152n,Aspirin-induced_asthma,Yes
http://babelnet.org/rdf/page/s00665905n,s00665905n,Pulmonary_toxicity,
http://babelnet.org/rdf/page/s00668765n,s00668765n,Sirenomelia,Yes
http://babelnet.org/rdf/page/s00670960n,s00670960n,Loin_pain_hematuria_syndrome,Yes
http://babelnet.org/rdf/page/s00676052n,s00676052n,Acropachie_thyroïdienne,Yes,
http://babelnet.org/rdf/page/s00683259n,s00683259n,Complex_and_mixed_tumor,Yes
http://babelnet.org/rdf/page/s00683287n,s00683287n,Enfermedad_de_La_Peyronie,Yes,
http://babelnet.org/rdf/page/s00683302n,s00683302n,Nervous_system_neoplasm,Yes
http://babelnet.org/rdf/page/s00683452n,s00683452n,Cementoma,Yes
http://babelnet.org/rdf/page/s00688204n,s00688204n,Obturator_hernia,
http://babelnet.org/rdf/page/s00702454n,s00702454n,Systemic_inflammation,Yes
http://babelnet.org/rdf/page/s00703830n,s00703830n,Chronic_phase_chronic_myelogenous_leukemia,Yes
http://babelnet.org/rdf/page/s00704781n,s00704781n,Follicular_large-cell_lymphoma,Yes
http://babelnet.org/rdf/page/s00706574n,s00706574n,"Atelosteogenesis,_type_II",
http://babelnet.org/rdf/page/s00709213n,s00709213n,Anguillulose,Yes,
http://babelnet.org/rdf/page/s00711738n,s00711738n,Ischemic_hepatitis,Yes
http://babelnet.org/rdf/page/s00713844n,s00713844n,avascular_necrosis,Yes
http://babelnet.org/rdf/page/s00715252n,s00715252n,Intrauterine_growth_restriction,Yes
http://babelnet.org/rdf/page/s00717843n,s00717843n,Epithelioid_sarcoma,Yes
http://babelnet.org/rdf/page/s00718377n,s00718377n,Enfermedad_de_moyamoya,Yes,
http://babelnet.org/rdf/page/s00732487n,s00732487n,Convulsion_hyperthermique_du_nourrisson,Yes,
http://babelnet.org/rdf/page/s00733267n,s00733267n,Jervell_and_Lange-Nielsen_syndrome,Yes
http://babelnet.org/rdf/page/s00734360n,s00734360n,Malignant_triton_tumor,Yes
http://babelnet.org/rdf/page/s00742664n,s00742664n,Diabetic_nephropathy,Yes
http://babelnet.org/rdf/page/s00745330n,s00745330n,Schinzel–Giedion_syndrome,Yes
http://babelnet.org/rdf/page/s00748899n,s00748899n,Undervirilization,Yes
http://babelnet.org/rdf/page/s00751020n,s00751020n,Small-blue-round-cell_tumor,Yes
http://babelnet.org/rdf/page/s00755097n,s00755097n,Nodule_rhumatoïde,Yes,
http://babelnet.org/rdf/page/s00763201n,s00763201n,Injury_of_axillary_nerve,Yes
http://babelnet.org/rdf/page/s00765312n,s00765312n,Abderhalden–Kaufmann–Lignac_syndrome,Yes
http://babelnet.org/rdf/page/s00773222n,s00773222n,dermatochalasis,Yes
http://babelnet.org/rdf/page/s00779518n,s00779518n,Déficit_en_3-hydroxyacyl-coenzyme_A_déshydrogénase_des_acides_gras_à_chaîne_longue,
http://babelnet.org/rdf/page/s00782632n,s00782632n,Progressive_inflammatory_neuropathy,Yes
http://babelnet.org/rdf/page/s00793822n,s00793822n,Frank–ter_Haar_syndrome,Yes
http://babelnet.org/rdf/page/s00811286n,s00811286n,Minor's_disease,Yes
http://babelnet.org/rdf/page/s00813196n,s00813196n,Autoimmune_neutropenia,Yes
http://babelnet.org/rdf/page/s00817662n,s00817662n,Enfermedad_de_Kienböck,Yes,
http://babelnet.org/rdf/page/s00819374n,s00819374n,Maladie_de_Schamberg,Yes,
http://babelnet.org/rdf/page/s00826276n,s00826276n,Keutel_syndrome,Yes
http://babelnet.org/rdf/page/s00837498n,s00837498n,IgG_deficiency,Yes
http://babelnet.org/rdf/page/s00839112n,s00839112n,Enfermedad_mitocondrial,Yes,
http://babelnet.org/rdf/page/s00841621n,s00841621n,Maladie_lymphoproliférative_liée_à_l'X,Yes,
http://babelnet.org/rdf/page/s00845066n,s00845066n,Haff_disease,Yes
http://babelnet.org/rdf/page/s00848345n,s00848345n,plexopathy,Yes
http://babelnet.org/rdf/page/s00848353n,s00848353n,Ampullome,Yes,
http://babelnet.org/rdf/page/s00848358n,s00848358n,Pathologic_fracture,Yes
http://babelnet.org/rdf/page/s00848395n,s00848395n,Mucinous_carcinoma,Yes
http://babelnet.org/rdf/page/s00848769n,s00848769n,Junctional_nevus,Yes
http://babelnet.org/rdf/page/s00848775n,s00848775n,Neuroectodermal_tumor,Yes
http://babelnet.org/rdf/page/s00855461n,s00855461n,Fièvre_périodique_type_Marshall,Yes,
http://babelnet.org/rdf/page/s00856557n,s00856557n,Couvade_syndrome,Yes
http://babelnet.org/rdf/page/s00857919n,s00857919n,Pulmonary_sequestration,Yes
http://babelnet.org/rdf/page/s00863934n,s00863934n,Ependymal_tumor,Yes
http://babelnet.org/rdf/page/s00863938n,s00863938n,Embryoma,Yes
http://babelnet.org/rdf/page/s00864065n,s00864065n,Arteriosclerosis_hialina,Yes,
http://babelnet.org/rdf/page/s00864560n,s00864560n,Acute_tubular_necrosis,Yes
http://babelnet.org/rdf/page/s00870239n,s00870239n,Acne_cheloidea,
http://babelnet.org/rdf/page/s00883819n,s00883819n,enfermedad_aguda,
http://babelnet.org/rdf/page/s00893420n,s00893420n,computer_vision_syndrome,Yes
http://babelnet.org/rdf/page/s00895776n,s00895776n,Polimialgia_reumatica,Yes,
http://babelnet.org/rdf/page/s00897200n,s00897200n,Displasia_dell'anca,
http://babelnet.org/rdf/page/s00902651n,s00902651n,Woodhouse–Sakati_syndrome,Yes
http://babelnet.org/rdf/page/s00907546n,s00907546n,Urocanic_aciduria,Yes
http://babelnet.org/rdf/page/s00907921n,s00907921n,Acute_basophilic_leukemia,Yes
http://babelnet.org/rdf/page/s00908964n,s00908964n,Atrofia_dentato-rubra,
http://babelnet.org/rdf/page/s00918161n,s00918161n,Winchester_syndrome,Yes
http://babelnet.org/rdf/page/s00921490n,s00921490n,insulitis,Yes
http://babelnet.org/rdf/page/s00926471n,s00926471n,Keppen–Lubinsky_syndrome,Yes
http://babelnet.org/rdf/page/s00926489n,s00926489n,dipygus,Yes
http://babelnet.org/rdf/page/s00929136n,s00929136n,Boomerang_dysplasia,Yes
http://babelnet.org/rdf/page/s00932455n,s00932455n,clavicle_fracture,Yes
http://babelnet.org/rdf/page/s00932849n,s00932849n,Wooden_chest_syndrome,Yes
http://babelnet.org/rdf/page/s00938630n,s00938630n,Acute_myelomonocytic_leukemia,Yes
http://babelnet.org/rdf/page/s00941903n,s00941903n,Periodic_limb_movement_disorder,Yes
http://babelnet.org/rdf/page/s00943855n,s00943855n,Carnosinemia,Yes
http://babelnet.org/rdf/page/s00945740n,s00945740n,Grisel's_syndrome,Yes
http://babelnet.org/rdf/page/s00950709n,s00950709n,Glycogen_storage_disease_type_XI,Yes
http://babelnet.org/rdf/page/s00956153n,s00956153n,Benedikt_syndrome,Yes
http://babelnet.org/rdf/page/s00957523n,s00957523n,hypoalphalipoproteinemia,Yes
http://babelnet.org/rdf/page/s00959799n,s00959799n,Hiperkeratosi,
http://babelnet.org/rdf/page/s00962727n,s00962727n,Asymptomatic_inflammatory_prostatitis,Yes
http://babelnet.org/rdf/page/s00966529n,s00966529n,Bladder_exstrophy,Yes
http://babelnet.org/rdf/page/s00967717n,s00967717n,Bardet–Biedl_syndrome,
http://babelnet.org/rdf/page/s00968912n,s00968912n,Estafiloma,Yes,
http://babelnet.org/rdf/page/s00969582n,s00969582n,Myelodysplastic–myeloproliferative_diseases,Yes
http://babelnet.org/rdf/page/s00969932n,s00969932n,Epiblefaron,
http://babelnet.org/rdf/page/s00971635n,s00971635n,Gastroenterocolite,
http://babelnet.org/rdf/page/s00973945n,s00973945n,Amino_acid_transport_disorder,Yes
http://babelnet.org/rdf/page/s00975658n,s00975658n,2p15-16.1_microdeletion_syndrome,Yes
http://babelnet.org/rdf/page/s00976252n,s00976252n,Jansky–Bielschowsky_disease,Yes
http://babelnet.org/rdf/page/s00981323n,s00981323n,Diffuse_infiltrative_lymphocytosis_syndrome,Yes
http://babelnet.org/rdf/page/s00984708n,s00984708n,Sick_cell_syndrome,Yes
http://babelnet.org/rdf/page/s00986091n,s00986091n,Kocher–Debre–Semelaigne_syndrome,Yes
http://babelnet.org/rdf/page/s00986229n,s00986229n,Anossia_cerebrale,
http://babelnet.org/rdf/page/s00989693n,s00989693n,Congenital_limb_deformities,Yes
http://babelnet.org/rdf/page/s00992046n,s00992046n,EEM_syndrome,Yes
http://babelnet.org/rdf/page/s00993545n,s00993545n,3-M_syndrome,Yes
http://babelnet.org/rdf/page/s00994206n,s00994206n,Intraocular_hemorrhage,Yes
http://babelnet.org/rdf/page/s01002545n,s01002545n,Cholesterol_embolism,Yes
http://babelnet.org/rdf/page/s01002580n,s01002580n,Blue_toe_syndrome,Yes
http://babelnet.org/rdf/page/s01004463n,s01004463n,Steroid_diabetes,Yes
http://babelnet.org/rdf/page/s01006763n,s01006763n,Fenómeno_de_no_reflujo,Yes,
http://babelnet.org/rdf/page/s01010721n,s01010721n,Acute_eosinophilic_leukemia,Yes
http://babelnet.org/rdf/page/s01011840n,s01011840n,Balance_disorder,Yes
http://babelnet.org/rdf/page/s01014818n,s01014818n,Collecting_duct_carcinoma,Yes
http://babelnet.org/rdf/page/s01017975n,s01017975n,AL_amyloidosis,Yes
http://babelnet.org/rdf/page/s01018052n,s01018052n,Familial_amyloid_neuropathy,Yes
http://babelnet.org/rdf/page/s01019545n,s01019545n,Vascular_malformation,Yes
http://babelnet.org/rdf/page/s01019998n,s01019998n,Persistent_fetal_circulation,Yes
http://babelnet.org/rdf/page/s01020475n,s01020475n,Leucemia_mastocitaria,
http://babelnet.org/rdf/page/s01022562n,s01022562n,Pigmentation_disorder,Yes
http://babelnet.org/rdf/page/s01029063n,s01029063n,Acute_myeloid_dendritic_cell_leukemia,Yes
http://babelnet.org/rdf/page/s01032201n,s01032201n,Arthritis_mutilans,Yes
http://babelnet.org/rdf/page/s01034076n,s01034076n,Fecal_incontinence,Yes
http://babelnet.org/rdf/page/s01039034n,s01039034n,Extrasístole_supraventricular,Yes,
http://babelnet.org/rdf/page/s01040571n,s01040571n,Autoimmune_inner_ear_disease,Yes
http://babelnet.org/rdf/page/s01050966n,s01050966n,Primary_cutaneous_amyloidosis,Yes
http://babelnet.org/rdf/page/s01052592n,s01052592n,Hemorragia_obstétrica,Yes,
http://babelnet.org/rdf/page/s01053705n,s01053705n,Tricho-hepato-enteric_syndrome,Yes
http://babelnet.org/rdf/page/s01055394n,s01055394n,Macrodystrophia_lipomatosa,Yes
http://babelnet.org/rdf/page/s01057759n,s01057759n,Lipedema,Yes
http://babelnet.org/rdf/page/s01068088n,s01068088n,Pseudarthrose,Yes,
http://babelnet.org/rdf/page/s01072482n,s01072482n,Marden–Walker_syndrome,Yes
http://babelnet.org/rdf/page/s01080066n,s01080066n,Scapular_fracture,Yes
http://babelnet.org/rdf/page/s01080568n,s01080568n,Vasitis_nodosa,Yes
http://babelnet.org/rdf/page/s01081829n,s01081829n,Orofaciodigital_syndrome_1,Yes
http://babelnet.org/rdf/page/s01082142n,s01082142n,Comedocarcinoma,Yes
http://babelnet.org/rdf/page/s01083542n,s01083542n,piedra,Yes
http://babelnet.org/rdf/page/s01087526n,s01087526n,Large-cell_lymphoma,Yes
http://babelnet.org/rdf/page/s01087528n,s01087528n,Mixed-cell_lymphoma,Yes
http://babelnet.org/rdf/page/s01089601n,s01089601n,Ittiosi_X-linked,
http://babelnet.org/rdf/page/s01098108n,s01098108n,Parathyroid_adenoma,Yes
http://babelnet.org/rdf/page/s01103092n,s01103092n,geotrichosis,Yes
http://babelnet.org/rdf/page/s01107220n,s01107220n,Transfusion_associated_circulatory_overload,Yes
http://babelnet.org/rdf/page/s01107438n,s01107438n,Ureaplasma_infection,Yes
http://babelnet.org/rdf/page/s01111534n,s01111534n,Ideas_de_referencia,Yes,
http://babelnet.org/rdf/page/s01113794n,s01113794n,Myelodysplastic_syndrome,Yes
http://babelnet.org/rdf/page/s01114173n,s01114173n,Hypertensive_leukoencephalopathy,Yes
http://babelnet.org/rdf/page/s01116479n,s01116479n,Meningitis_de_Mollaret,Yes,
http://babelnet.org/rdf/page/s01122921n,s01122921n,Frasier_syndrome,Yes
http://babelnet.org/rdf/page/s01124413n,s01124413n,Paroxysmal_dyskinesia,Yes
http://babelnet.org/rdf/page/s01126654n,s01126654n,Transient_epileptic_amnesia,Yes
http://babelnet.org/rdf/page/s01127541n,s01127541n,Osteolipochondroma,Yes
http://babelnet.org/rdf/page/s01128226n,s01128226n,Pseudoangiomatous_stromal_hyperplasia,Yes
http://babelnet.org/rdf/page/s01133093n,s01133093n,Hydrolethalus_syndrome,Yes
http://babelnet.org/rdf/page/s01137872n,s01137872n,Hyperprothrombinemia,Yes
http://babelnet.org/rdf/page/s01138088n,s01138088n,Fat_necrosis,Yes
http://babelnet.org/rdf/page/s01141484n,s01141484n,Intestinal_capillariasis,Yes
http://babelnet.org/rdf/page/s01142334n,s01142334n,18p-,
http://babelnet.org/rdf/page/s01143556n,s01143556n,Albinisme_oculo-cutané_type_I,Yes,
http://babelnet.org/rdf/page/s01144746n,s01144746n,Split_hand_syndrome,Yes
http://babelnet.org/rdf/page/s01145700n,s01145700n,Transaldolase_deficiency,Yes
http://babelnet.org/rdf/page/s01145972n,s01145972n,Succinyl-CoA:3-oxoacid_CoA_transferase_deficiency,Yes
http://babelnet.org/rdf/page/s01149322n,s01149322n,Nervous_system_disease,Yes
http://babelnet.org/rdf/page/s01149335n,s01149335n,MORM_syndrome,Yes
http://babelnet.org/rdf/page/s01149528n,s01149528n,Actinic_prurigo,Yes
http://babelnet.org/rdf/page/s01151130n,s01151130n,Fallopian_tube_cancer,Yes
http://babelnet.org/rdf/page/s01152776n,s01152776n,Enfermedad_rara,
